gameId_x,playId,specialTeamsPlayType,specialTeamsResult,nflId_x,yardlineSide,yardlineNumber,kickLength,absoluteYardlineNumber,Unnamed: 25,x_x,y_x,s_x,event_x,displayName_x,position_x,team_x,playDirection_x,time,x_y,y_y,s_y,a,dis,event_y,displayName_y,team_y,frameId,gameId_y,playDirection_y
2020100500,1112,Field Goal,Kick Attempt Good,47423.0,GB,5,23.0,105,,96.3,31.16,2.68,field_goal_attempt,Elliott Fry,K,away,right,2020-10-06T01:44:20.800,118.18,27.97,18.99,10.02,1.96,field_goal,football,football,37.0,2020100500.0,right
2020100501,883,Field Goal,Kick Attempt Good,45046.0,NE,21,39.0,89,,80.82,31.01,2.75,field_goal_attempt,Harrison Butker,K,home,right,2020-10-05T23:37:12.100,141.77,30.02,8.85,11.69,0.93,field_goal,football,football,56.0,2020100501.0,right
2020101108,2307,Field Goal,Kick Attempt Good,40125.0,LA,30,48.0,80,,70.63,24.81,3.51,field_goal_attempt,Dustin Hopkins,K,home,right,2020-10-11T18:31:38.600,123.89,25.13,12.51,9.02,1.3,field_goal,football,football,54.0,2020101108.0,right
2020101109,2007,Field Goal,Kick Attempt Good,46298.0,SF,32,50.0,78,,69.21,30.83,3.32,field_goal_attempt,Jason Sanders,K,away,right,2020-10-11T21:27:23.400,121.67,27.55,10.49,10.47,1.17,field_goal,football,football,59.0,2020101109.0,right
2020101109,2206,Field Goal,Kick Attempt Good,46298.0,SF,11,29.0,99,,90.12,24.58,3.07,field_goal_attempt,Jason Sanders,K,away,right,2020-10-11T21:33:51.000,130.54,26.2,5.2,15.08,0.59,field_goal,football,football,48.0,2020101109.0,right
2020101109,3608,Field Goal,Kick Attempt Good,46298.0,SF,13,31.0,97,,88.08,24.6,3.15,field_goal_attempt,Jason Sanders,K,away,right,2020-10-11T22:43:56.100,124.69,29.15,0.9,2.93,0.11,field_goal,football,football,51.0,2020101109.0,right
2020101111,1090,Field Goal,Kick Attempt Good,35102.0,DAL,37,55.0,47,,55.12,28.92,2.24,field_goal_attempt,Graham Gano,K,away,left,2020-10-11T21:09:10.500,-0.42,25.87,13.9,3.5,1.41,field_goal,football,football,56.0,2020101111.0,left
2020101111,1954,Field Goal,Kick Attempt Good,35102.0,DAL,32,50.0,42,,50.03,28.91,2.09,field_goal_attempt,Graham Gano,K,away,left,2020-10-11T21:46:04.300,-6.7,27.95,10.85,4.59,1.11,field_goal,football,football,60.0,2020101111.0,left
2020101111,3889,Field Goal,Kick Attempt Good,38701.0,NYG,22,40.0,32,,40.17,28.76,2.81,field_goal_attempt,Greg Zuerlein,K,home,left,2020-10-11T23:28:49.100,-9.69,28.9,2.57,0.2,0.39,field_goal,football,football,57.0,2020101111.0,left
2020101300,1368,Field Goal,Kick Attempt Good,52596.0,TEN,25,43.0,85,,76.65,24.51,2.44,field_goal_attempt,Tyler Bass,K,away,right,2020-10-13T23:56:21.900,122.55,24.56,15.59,5.38,1.62,field_goal,football,football,44.0,2020101300.0,right
2020101804,583,Field Goal,Kick Attempt Good,35102.0,WAS,15,33.0,95,,86.29,28.03,2.54,field_goal_attempt,Graham Gano,K,home,right,2020-10-18T17:22:55.000,124.38,26.74,14.42,9.66,1.49,field_goal,football,football,46.0,2020101804.0,right
2020101804,2903,Field Goal,Kick Attempt Good,40125.0,NYG,10,28.0,20,,28.86,28.4,2.91,field_goal_attempt,Dustin Hopkins,K,away,left,2020-10-18T19:28:28.600,-2.89,25.6,16.74,7.16,1.75,field_goal,football,football,37.0,2020101804.0,left
2020101811,2413,Field Goal,Kick Attempt Good,52656.0,SF,23,42.0,33,,41.68,22.73,1.77,field_goal_attempt,Sam Sloman,K,away,left,2020-10-19T02:08:26.200,-2.34,24.91,13.96,3.2,1.43,field_goal,football,football,46.0,2020101811.0,left
2020101900,2248,Field Goal,Kick Attempt Good,38701.0,ARI,16,34.0,94,,85.02,24.9,3.16,field_goal_attempt,Greg Zuerlein,K,home,right,2020-10-20T01:42:57.100,116.24,27.19,20.31,11.84,2.09,field_goal,football,football,38.0,2020101900.0,right
2020101901,604,Field Goal,Kick Attempt Good,52596.0,KC,30,48.0,40,,49.11,22.52,2.96,field_goal_attempt,Tyler Bass,K,home,left,2020-10-19T21:25:30.200,-9.43,27.68,1.91,2.01,0.28,field_goal,football,football,58.0,2020101901.0,left
2020102506,1682,Field Goal,Kick Attempt Good,52596.0,NYJ,35,53.0,45,,53.14,22.78,2.38,field_goal_attempt,Tyler Bass,K,away,left,2020-10-25T18:11:52.000,-6.72,23.44,12.21,5.66,1.25,field_goal,football,football,54.0,2020102506.0,left
2020102506,2076,Field Goal,Kick Attempt Good,52596.0,NYJ,30,48.0,40,,48.26,22.7,2.62,field_goal_attempt,Tyler Bass,K,away,left,2020-10-25T18:26:30.200,-11.55,28.16,0.9,4.97,0.08,field_goal,football,football,59.0,2020102506.0,left
2020102506,2338,Field Goal,Kick Attempt Good,52596.0,NYJ,28,46.0,82,,73.59,24.54,2.55,field_goal_attempt,Tyler Bass,K,away,right,2020-10-25T18:48:12.800,129.83,28.74,7.44,14.4,0.73,field_goal,football,football,52.0,2020102506.0,right
2020102507,3186,Field Goal,Kick Attempt Good,40125.0,DAL,12,30.0,22,,31.31,22.49,3.33,field_goal_attempt,Dustin Hopkins,K,home,left,2020-10-25T19:26:15.200,0.66,26.45,15.88,5.94,1.62,field_goal,football,football,42.0,2020102507.0,left
2020102509,802,Field Goal,Kick Attempt Good,45046.0,DEN,22,40.0,88,,79.25,24.65,2.91,field_goal_attempt,Harrison Butker,K,away,right,2020-10-25T20:57:10.400,121.68,26.71,13.48,7.66,1.79,field_goal,football,football,45.0,2020102509.0,right
2020102509,2360,Field Goal,Kick Attempt Good,45046.0,DEN,13,31.0,23,,31.09,28.86,2.48,field_goal_attempt,Harrison Butker,K,away,left,2020-10-25T22:18:24.600,3.78,25.01,21.84,9.94,2.25,field_goal,football,football,35.0,2020102509.0,left
2020102509,2796,Field Goal,Kick Attempt Good,45046.0,DEN,8,26.0,18,,25.97,28.83,2.94,field_goal_attempt,Harrison Butker,K,away,left,2020-10-25T22:35:59.000,2.82,25.76,24.3,7.43,2.5,field_goal,football,football,33.0,2020102509.0,left
2020102511,946,Field Goal,Kick Attempt Good,46236.0,TB,24,42.0,34,,42.25,22.85,3.15,field_goal_attempt,Daniel Carlson,K,home,left,2020-10-25T20:41:42.600,-4.03,26.24,14.56,4.47,1.46,field_goal,football,football,50.0,2020102511.0,left
2020102511,3263,Field Goal,Kick Attempt Good,46236.0,TB,17,36.0,93,,83.01,24.75,3.32,field_goal_attempt,Daniel Carlson,K,home,right,2020-10-25T22:31:38.800,122.63,26.4,16.79,5.96,1.73,field_goal,football,football,44.0,2020102511.0,right
2020102600,1602,Field Goal,Kick Attempt Good,52656.0,CHI,4,22.0,106,,97.15,30.93,2.6,field_goal_attempt,Sam Sloman,K,home,right,2020-10-27T01:16:50.500,126.58,28.35,7.16,18.1,0.81,field_goal,football,football,40.0,2020102600.0,right
2020110102,1414,Field Goal,Kick Attempt Good,46236.0,CLE,10,29.0,100,,90.65,30.32,3.13,field_goal_attempt,Daniel Carlson,K,away,right,2020-11-01T19:01:47.700,128.66,27.16,13.37,6.08,1.37,field_goal,football,football,47.0,2020110102.0,right
2020110102,3248,Field Goal,Kick Attempt Good,46236.0,CLE,6,24.0,104,,95.21,25.8,3.39,field_goal_attempt,Daniel Carlson,K,away,right,2020-11-01T20:30:14.500,133.28,24.09,13.74,9.3,1.42,field_goal,football,football,44.0,2020110102.0,right
2020110110,237,Field Goal,Kick Attempt Good,38701.0,PHI,31,49.0,79,,70.68,24.61,2.45,field_goal_attempt,Greg Zuerlein,K,away,right,2020-11-02T01:28:24.000,121.42,26.79,13.85,2.58,1.42,field_goal,football,football,51.0,2020110110.0,right
2020110110,2039,Field Goal,Kick Attempt Good,38701.0,PHI,41,59.0,51,,59.07,25.88,2.47,field_goal_attempt,Greg Zuerlein,K,away,left,2020-11-02T02:48:17.600,-2.19,29.2,15.89,4.57,1.61,field_goal,football,football,52.0,2020110110.0,left
2020110200,3095,Field Goal,Kick Attempt Good,35102.0,TB,15,33.0,25,,33.72,28.99,2.53,field_goal_attempt,Graham Gano,K,home,left,2020-11-03T03:23:27.700,6.16,26.57,15.91,13.56,1.7,field_goal,football,football,39.0,2020110200.0,left
2020110801,3907,Field Goal,Kick Attempt Good,52596.0,SEA,13,31.0,97,,87.93,24.87,2.8,field_goal_attempt,Tyler Bass,K,home,right,2020-11-08T20:59:43.600,129.0,25.1,2.23,8.57,0.19,field_goal,football,football,49.0,2020110801.0,right
2020110804,1249,Field Goal,Kick Attempt Good,45046.0,CAR,37,55.0,73,,63.74,31.72,3.26,field_goal_attempt,Harrison Butker,K,home,right,2020-11-08T18:52:41.800,109.52,26.97,15.39,3.79,1.55,field_goal,football,football,49.0,2020110804.0,right
2020110807,428,Field Goal,Kick Attempt Good,35102.0,WAS,20,38.0,90,,81.13,24.64,2.36,field_goal_attempt,Graham Gano,K,away,right,2020-11-08T18:16:27.700,124.29,28.79,12.76,3.72,1.29,field_goal,football,football,50.0,2020110807.0,right
2020110807,1321,Field Goal,Kick Attempt Good,40125.0,NYG,30,48.0,80,,70.81,24.85,3.36,field_goal_attempt,Dustin Hopkins,K,home,right,2020-11-08T18:56:24.300,128.37,25.27,9.35,12.43,0.99,field_goal,football,football,56.0,2020110807.0,right
2020110808,3457,Field Goal,Kick Attempt Good,46236.0,LAC,13,31.0,23,,31.37,22.59,3.15,field_goal_attempt,Daniel Carlson,K,away,left,2020-11-08T23:47:42.200,-5.43,27.42,10.43,13.38,0.86,field_goal,football,football,45.0,2020110808.0,left
2020110809,2458,Field Goal,Kick Attempt Good,46298.0,ARI,38,56.0,72,,64.07,27.81,2.82,field_goal_attempt,Jason Sanders,K,away,right,2020-11-08T22:55:09.100,121.84,23.88,11.34,4.11,1.15,field_goal,football,football,58.0,2020110809.0,right
2020110810,2305,Field Goal,Kick Attempt Good,38701.0,PIT,27,45.0,37,,44.96,22.58,2.65,field_goal_attempt,Greg Zuerlein,K,home,left,2020-11-08T23:11:08.300,13.59,25.54,18.35,0.6,1.56,field_goal,football,football,38.0,2020110810.0,left
2020110810,2672,Field Goal,Kick Attempt Good,38701.0,PIT,22,39.0,32,,39.2,22.49,2.8,field_goal_attempt,Greg Zuerlein,K,home,left,2020-11-08T23:28:16.700,3.0,24.31,15.53,4.6,1.6,field_goal,football,football,44.0,2020110810.0,left
2020111502,659,Field Goal,Kick Attempt Good,40125.0,DET,20,38.0,90,,81.32,31.0,2.86,field_goal_attempt,Dustin Hopkins,K,away,right,2020-11-15T18:24:39.900,123.83,28.66,11.7,8.68,1.13,field_goal,football,football,46.0,2020111502.0,right
2020111502,4477,Field Goal,Kick Attempt Good,40125.0,DET,23,41.0,87,,77.88,24.67,2.97,field_goal_attempt,Dustin Hopkins,K,away,right,2020-11-15T21:10:07.500,122.15,28.35,7.99,8.88,0.7,field_goal,football,football,48.0,2020111502.0,right
2020111504,3616,Field Goal,Kick Attempt Good,35102.0,PHI,17,35.0,27,,35.29,22.51,2.4,field_goal_attempt,Graham Gano,K,home,left,2020-11-15T20:40:27.400,-6.42,27.51,3.91,0.99,0.39,field_goal,football,football,61.0,2020111504.0,left
2020111504,3996,Field Goal,Kick Attempt Good,35102.0,PHI,26,44.0,36,,44.42,27.94,2.3,field_goal_attempt,Graham Gano,K,home,left,2020-11-15T20:55:17.200,-7.5,28.95,0.23,0.06,0.02,field_goal,football,football,62.0,2020111504.0,left
2020111506,949,Field Goal,Kick Attempt Good,52596.0,ARI,36,54.0,74,,65.36,30.94,2.86,field_goal_attempt,Tyler Bass,K,away,right,2020-11-15T21:38:59.300,124.81,28.86,5.01,3.35,0.51,field_goal,football,football,63.0,2020111506.0,right
2020111507,1854,Field Goal,Kick Attempt Good,46236.0,DEN,6,24.0,104,,95.5,24.67,2.87,field_goal_attempt,Daniel Carlson,K,home,right,2020-11-15T22:27:48.300,128.63,26.0,10.09,18.82,1.12,field_goal,football,football,41.0,2020111507.0,right
2020111507,2537,Field Goal,Kick Attempt Good,46236.0,DEN,33,52.0,43,,51.94,22.91,3.04,field_goal_attempt,Daniel Carlson,K,home,left,2020-11-15T23:04:01.100,-4.33,24.71,13.23,5.45,1.34,field_goal,football,football,52.0,2020111507.0,left
2020111512,1925,Field Goal,Kick Attempt Good,46298.0,LAC,32,50.0,78,,69.48,30.93,3.31,field_goal_attempt,Jason Sanders,K,home,right,2020-11-15T22:26:46.200,126.45,23.82,3.12,13.96,0.39,field_goal,football,football,57.0,2020111512.0,right
2020111512,2600,Field Goal,Kick Attempt Good,46298.0,LAC,17,35.0,93,,84.44,24.75,3.19,field_goal_attempt,Jason Sanders,K,home,right,2020-11-15T23:04:08.700,124.54,28.62,10.99,8.29,1.14,field_goal,football,football,46.0,2020111512.0,right
2020111512,3452,Field Goal,Kick Attempt Good,46298.0,LAC,31,49.0,41,,49.32,22.77,3.11,field_goal_attempt,Jason Sanders,K,home,left,2020-11-15T23:47:40.600,0.31,26.16,13.94,4.6,1.4,field_goal,football,football,51.0,2020111512.0,left
2020112207,2967,Field Goal,Kick Attempt Good,40125.0,CIN,14,32.0,24,,32.46,22.61,2.59,field_goal_attempt,Dustin Hopkins,K,home,left,2020-11-22T20:16:32.700,-9.57,30.38,9.33,5.91,0.96,field_goal,football,football,48.0,2020112207.0,left
2020112207,3528,Field Goal,Kick Attempt Good,40125.0,CIN,32,50.0,78,,69.08,25.1,3.14,field_goal_attempt,Dustin Hopkins,K,home,right,2020-11-22T20:36:35.300,126.6,28.67,10.33,4.55,0.0,field_goal,football,football,57.0,2020112207.0,right
2020112210,1440,Field Goal,Kick Attempt Good,46236.0,KC,16,35.0,94,,84.86,30.8,2.63,field_goal_attempt,Daniel Carlson,K,home,right,2020-11-23T02:15:54.500,125.29,27.09,11.0,5.3,1.05,field_goal,football,football,46.0,2020112210.0,right
2020112211,1689,Field Goal,Kick Attempt Good,46298.0,DEN,23,41.0,87,,78.63,30.83,3.0,field_goal_attempt,Jason Sanders,K,away,right,2020-11-22T22:15:26.700,132.85,26.58,14.68,15.28,1.55,field_goal,football,football,48.0,2020112211.0,right
2020112211,3214,Field Goal,Kick Attempt Good,46298.0,DEN,35,53.0,45,,52.74,29.09,2.33,field_goal_attempt,Jason Sanders,K,away,left,2020-11-22T23:37:02.600,-8.93,24.04,6.8,12.35,0.78,field_goal,football,football,57.0,2020112211.0,left
2020112601,388,Field Goal,Kick Attempt Good,38701.0,WAS,15,33.0,25,,33.65,28.63,3.03,field_goal_attempt,Greg Zuerlein,K,home,left,2020-11-26T21:54:22.400,-5.91,25.52,17.81,13.76,0.89,field_goal,football,football,47.0,2020112601.0,left
2020112601,1345,Field Goal,Kick Attempt Good,40125.0,DAL,5,23.0,15,,23.57,22.33,2.79,field_goal_attempt,Dustin Hopkins,K,away,left,2020-11-26T22:33:49.200,-12.4,26.58,4.72,9.49,0.52,field_goal,football,football,46.0,2020112601.0,left
2020112601,2356,Field Goal,Kick Attempt Good,40125.0,DAL,18,36.0,28,,36.18,28.86,1.94,field_goal_attempt,Dustin Hopkins,K,away,left,2020-11-26T23:39:04.400,-9.0,26.05,11.41,3.7,0.56,field_goal,football,football,49.0,2020112601.0,left
2020112900,1208,Field Goal,Kick Attempt Good,46236.0,ATL,11,29.0,99,,90.89,30.71,2.99,field_goal_attempt,Daniel Carlson,K,away,right,2020-11-29T18:56:49.100,128.06,27.72,9.4,15.17,1.02,field_goal,football,football,43.0,2020112900.0,right
2020112900,3143,Field Goal,Kick Attempt Good,46236.0,ATL,6,24.0,104,,95.68,24.47,3.21,field_goal_attempt,Daniel Carlson,K,away,right,2020-11-29T20:29:18.500,122.63,27.77,20.42,12.93,2.13,field_goal,football,football,37.0,2020112900.0,right
2020112901,1933,Field Goal,Kick Attempt Good,52596.0,LAC,26,45.0,36,,45.6,22.59,2.92,field_goal_attempt,Tyler Bass,K,home,left,2020-11-29T19:22:37.500,-6.02,27.49,8.48,8.17,0.89,field_goal,football,football,52.0,2020112901.0,left
2020112902,2247,Field Goal,Kick Attempt Good,35102.0,CIN,22,40.0,88,,79.13,30.92,2.58,field_goal_attempt,Graham Gano,K,away,right,2020-11-29T19:49:08.500,121.17,29.04,13.71,4.17,1.41,field_goal,football,football,48.0,2020112902.0,right
2020112902,2871,Field Goal,Kick Attempt Good,35102.0,CIN,21,39.0,31,,39.74,28.94,2.63,field_goal_attempt,Graham Gano,K,away,left,2020-11-29T20:17:53.200,2.58,26.47,15.93,5.33,1.64,field_goal,football,football,45.0,2020112902.0,left
2020112907,1727,Field Goal,Kick Attempt Good,46298.0,NYJ,33,51.0,43,,51.28,25.06,2.88,field_goal_attempt,Jason Sanders,K,away,left,2020-11-29T19:11:21.700,-6.32,26.09,10.48,5.74,1.08,field_goal,football,football,57.0,2020112907.0,left
2020112910,264,Field Goal,Kick Attempt Good,45046.0,TB,1,19.0,11,,19.62,28.45,3.79,field_goal_attempt,Harrison Butker,K,away,left,2020-11-29T21:32:00.600,3.61,29.15,7.13,19.96,0.82,field_goal,football,football,37.0,2020112910.0,left
